description,category,amount,timestamp
Car repair,Food,62.56,2024-09-18 03:09:18
Dinner at restaurant,Transportation,249.47,2024-10-25 00:50:04
Concert ticket,Fitness,190.42,2024-12-29 04:13:28
Uber ride,Utilities,293.22,2022-08-05 16:21:05
Online course,Shopping,191.17,2024-02-10 00:50:53
Dinner at restaurant,Shopping,119.61,2022-05-24 22:00:06
Clothing purchase,Utilities,259.61,2025-04-03 05:34:47
Subscription,Transportation,185.77,2025-01-17 17:33:35
Pharmacy purchase,Health,244.59,2023-04-04 15:28:03
Electricity bill,Health,120.63,2025-04-09 15:55:54
Car repair,Health,157.05,2025-02-16 03:37:35
Subscription,Travel,196.43,2023-11-25 21:00:45
Uber ride,Utilities,283.77,2024-09-26 22:30:23
Uber ride,Fitness,20.75,2024-03-25 03:58:43
Electricity bill,Transportation,125.62,2023-11-24 00:00:19
Amazon,,297.53,2022-04-16 16:45:59
Airbnb stay,Utilities,284.53,2024-12-21 22:26:21
Pharmacy purchase,Utilities,163.48,2024-08-06 13:59:04
Amazon,,154.33,2024-05-22 15:00:41
Flight ticket,Health,268.88,2023-10-11 08:42:25
Gas @ Chevron,Travel,195.53,2025-01-28 13:37:57
Concert ticket,Utilities,61.93,2024-09-30 07:10:20
Airbnb stay,Food,25.04,2025-02-19 14:59:05
Train ticket,Food,80.1,2024-06-23 03:08:27
Uber ride,Fitness,249.78,2023-11-14 03:18:31
Movie ticket,Transportation,31.71,2023-03-03 20:44:49
Substack sub,Food,261.1,2025-02-12 20:43:59
Amazon,,115.39,2024-12-19 07:07:26
Concert ticket,Travel,176.17,2022-10-31 02:08:52
Substack sub,Food,161.01,2022-07-01 10:59:42
Coffee,Fitness,224.16,2023-12-19 18:48:51
Uber ride,Transportation,110.44,2025-02-12 07:37:06
Online course,Travel,84.37,2025-01-02 18:39:40
Online course,Transportation,285.67,2022-10-24 11:53:09
Pharmacy purchase,Shopping,127.66,2023-09-16 02:56:14
Clothing purchase,Entertainment,244.38,2023-03-24 15:54:17
Concert ticket,Travel,192.17,2024-11-20 10:20:55
Groceries,Travel,298.92,2024-01-19 19:11:55
Movie ticket,Health,123.88,2023-05-25 18:45:39
Substack sub,Transportation,168.96,2022-11-17 06:28:04
Online course,Utilities,283.34,2024-08-06 09:24:55
Substack sub,Utilities,211.59,2023-11-17 13:04:55
Subscription,Travel,43.01,2023-02-04 05:37:00
Airbnb stay,Transportation,160.51,2024-07-16 08:04:50
Substack sub,Fitness,131.88,2023-08-15 00:39:39
Electricity bill,Utilities,146.07,2023-02-12 19:27:53
Uber ride,Transportation,142.87,2022-10-12 11:28:56
Flight ticket,Shopping,132.83,2023-03-08 17:51:06
Gym membership,Transportation,35.33,2024-05-03 00:09:46
Car repair,Shopping,129.17,2022-12-10 19:14:20
Pharmacy purchase,Entertainment,134.26,2023-02-05 09:41:05
Gym membership,Fitness,223.66,2023-10-14 20:49:27
Train ticket,Entertainment,187.97,2023-03-06 02:50:56
Dinner at restaurant,Health,195.15,2024-06-23 03:47:40
Substack sub,Utilities,97.2,2022-07-23 02:40:27
Car repair,Health,220.69,2024-09-02 07:08:30
Movie ticket,Entertainment,118.31,2022-06-21 21:26:05
Amazon,,180.08,2024-03-11 23:17:15
Dinner at restaurant,Shopping,210.42,2024-09-10 02:34:20
Online course,Fitness,36.73,2022-12-19 11:29:37
Movie ticket,Health,162.59,2023-05-30 10:27:26
Gas @ Chevron,Entertainment,6.25,2022-07-17 11:01:46
Groceries,Entertainment,103.12,2024-08-12 13:06:58
Airbnb stay,Health,284.35,2022-12-04 22:56:37
Clothing purchase,Travel,239.95,2024-01-13 10:15:37
Flight ticket,Health,141.02,2023-04-07 15:11:39
Substack sub,Fitness,263.03,2022-12-17 07:04:25
Dinner at restaurant,Utilities,75.39,2022-04-18 10:10:57
Train ticket,Health,211.23,2024-11-15 04:27:29
Concert ticket,Entertainment,49.2,2024-10-21 09:11:08
Gas @ Chevron,Food,272.32,2022-04-28 13:03:43
Clothing purchase,Health,42.06,2023-07-20 19:59:20
Electricity bill,Entertainment,26.61,2023-07-17 18:34:33
Airbnb stay,Shopping,79.72,2024-06-27 05:46:10
Gym membership,Food,96.49,2024-01-23 08:34:34
Groceries,Shopping,173.59,2022-12-25 22:29:06
Coffee,Fitness,136.69,2023-02-05 05:00:20
Groceries,Food,234.79,2022-09-21 18:40:46
Clothing purchase,Entertainment,277.09,2024-05-13 10:45:10
Pharmacy purchase,Food,107.35,2023-08-28 16:48:11
Car repair,Travel,255.44,2023-05-29 04:25:03
Coffee,Food,144.92,2024-05-23 21:04:40
Amazon,,149.21,2023-02-18 23:19:13
Online course,Shopping,273.39,2023-09-05 05:01:18
Dinner at restaurant,Entertainment,173.08,2023-01-12 14:31:32
Movie ticket,Fitness,5.67,2024-05-25 16:29:40
Car repair,Health,66.64,2022-12-14 03:44:41
Amazon,,228.41,2024-04-11 02:52:35
Coffee,Shopping,284.31,2025-02-10 23:29:06
Substack sub,Utilities,43.12,2024-09-14 11:12:37
Uber ride,Food,188.74,2022-07-18 15:15:00
Dinner at restaurant,Transportation,209.57,2024-11-10 11:51:37
Dinner at restaurant,Travel,263.98,2023-10-11 12:55:13
Airbnb stay,Utilities,231.1,2024-12-14 18:04:40
Gym membership,Health,238.85,2024-06-19 00:00:14
Amazon,,222.07,2022-05-01 14:37:07
Pharmacy purchase,Food,260.77,2024-11-13 13:23:29
Car repair,Entertainment,138.4,2024-10-18 15:48:49
Substack sub,Shopping,5.52,2025-03-15 04:03:26
Airbnb stay,Transportation,292.82,2024-06-13 07:33:45
Groceries,Food,257.59,2024-02-19 17:10:07
Movie ticket,Food,197.61,2022-09-21 08:42:42
Train ticket,Travel,278.92,2023-09-30 10:34:42
Gas @ Chevron,Fitness,51.09,2023-06-11 10:53:37
Online course,Utilities,93.49,2024-08-31 05:36:16
Substack sub,Health,64.95,2023-07-17 04:19:46
Gym membership,Fitness,190.82,2023-04-10 11:39:14
Subscription,Utilities,148.91,2022-10-06 16:13:28
Electricity bill,Entertainment,17.35,2023-04-09 10:35:40
Car repair,Travel,203.26,2024-02-09 00:12:43
Dinner at restaurant,Health,82.33,2022-10-27 06:25:36
Groceries,Food,149.34,2024-02-26 20:55:40
Airbnb stay,Food,83.42,2023-01-02 04:12:14
Coffee,Transportation,126.84,2022-07-22 09:13:11
Concert ticket,Food,290.98,2023-10-15 21:48:43
Pharmacy purchase,Entertainment,205.19,2023-05-20 09:27:15
Movie ticket,Transportation,112.17,2024-04-06 07:12:57
Car repair,Transportation,276.58,2024-01-13 06:09:44
Movie ticket,Utilities,188.22,2024-09-29 22:35:05
Car repair,Health,105.28,2023-11-28 23:03:41
Pharmacy purchase,Fitness,144.25,2022-07-17 22:27:51
Flight ticket,Food,190.73,2024-03-17 05:12:12
Gym membership,Fitness,96.26,2023-12-16 16:44:44
Coffee,Travel,105.84,2024-12-02 12:30:44
Car repair,Entertainment,31.36,2024-03-19 21:32:48
Uber ride,Food,197.74,2022-10-25 02:04:17
Dinner at restaurant,Travel,215.92,2025-01-04 15:48:26
Airbnb stay,Entertainment,24.08,2025-01-13 05:15:18
Movie ticket,Fitness,247.63,2023-05-22 06:13:21
Gas @ Chevron,Travel,201.36,2024-04-23 15:31:56
Movie ticket,Travel,278.68,2025-02-02 13:11:47
Electricity bill,Food,24.28,2023-03-20 14:52:46
Electricity bill,Fitness,167.49,2022-09-09 08:50:17
Groceries,Health,36.07,2022-05-06 19:20:19
Train ticket,Transportation,60.68,2022-04-23 11:30:49
Online course,Fitness,234.78,2024-01-09 02:29:33
Clothing purchase,Travel,277.12,2024-08-22 23:57:30
Uber ride,Food,290.22,2024-01-19 11:31:15
Movie ticket,Transportation,187.33,2023-11-23 19:05:33
Substack sub,Travel,117.72,2025-04-11 10:20:30
Clothing purchase,Transportation,27.2,2023-07-09 18:39:26
Train ticket,Fitness,239.13,2022-11-16 08:37:11
Electricity bill,Transportation,174.6,2024-06-18 04:31:03
Car repair,Entertainment,83.81,2022-08-22 23:19:15
Groceries,Food,292.74,2022-05-20 14:45:07
Uber ride,Travel,57.13,2023-08-14 12:02:56
Dinner at restaurant,Food,220.58,2023-06-07 00:06:13
Groceries,Utilities,247.62,2023-08-18 19:09:01
Train ticket,Entertainment,99.03,2023-12-19 09:04:35
Electricity bill,Shopping,133.16,2022-12-07 14:27:01
Car repair,Utilities,248.37,2023-08-21 13:01:49
Gym membership,Entertainment,104.0,2025-02-24 14:40:19
Online course,Food,31.2,2023-05-07 04:14:37
Clothing purchase,Utilities,200.93,2023-04-15 06:04:35
Train ticket,Fitness,243.55,2023-03-05 14:42:37
Concert ticket,Shopping,125.99,2024-08-08 23:42:01
Train ticket,Fitness,138.51,2022-08-06 06:24:09
Coffee,Transportation,14.34,2025-03-29 03:40:08
Movie ticket,Entertainment,115.15,2024-12-14 13:57:42
Coffee,Shopping,137.93,2023-09-02 03:12:29
Car repair,Transportation,96.22,2022-11-02 13:21:38
Airbnb stay,Health,137.31,2024-03-21 07:18:27
Gym membership,Travel,277.63,2024-10-04 00:50:18
Airbnb stay,Entertainment,209.9,2022-12-09 12:47:30
Dinner at restaurant,Transportation,34.88,2022-09-12 23:30:32
Electricity bill,Entertainment,72.59,2025-02-06 21:33:00
Pharmacy purchase,Utilities,173.04,2023-09-29 03:12:02
Airbnb stay,Entertainment,9.67,2024-06-13 05:16:24
Groceries,Shopping,120.75,2024-09-17 22:10:23
Car repair,Fitness,174.98,2024-11-02 12:29:00
Amazon,,234.84,2022-07-02 22:46:44
Clothing purchase,Shopping,127.24,2023-02-08 21:47:53
Movie ticket,Fitness,163.52,2024-03-28 19:37:11
Amazon,,290.48,2022-10-02 09:45:18
Movie ticket,Utilities,16.28,2023-11-06 14:07:51
Subscription,Food,145.8,2024-02-29 20:46:07
Airbnb stay,Entertainment,66.91,2023-04-17 14:24:01
Coffee,Food,259.45,2022-10-30 20:39:05
Clothing purchase,Fitness,31.87,2024-05-04 12:59:42
Gas @ Chevron,Travel,22.35,2022-12-01 01:52:33
Car repair,Shopping,295.9,2023-04-24 01:39:35
Electricity bill,Transportation,280.26,2024-10-12 13:08:18
Subscription,Travel,211.1,2024-03-27 19:33:05
Subscription,Fitness,119.24,2022-11-13 13:06:03
Car repair,Utilities,119.25,2024-11-14 23:58:52
Concert ticket,Travel,38.53,2022-06-29 22:14:14
Gas @ Chevron,Travel,133.23,2025-01-27 19:46:10
Amazon,,22.82,2024-04-28 03:18:45
Car repair,Fitness,5.14,2024-05-03 07:55:18
Electricity bill,Health,158.43,2025-01-06 18:22:08
Gym membership,Travel,67.21,2024-08-10 12:43:51
Coffee,Shopping,77.44,2025-03-28 19:55:34
Uber ride,Health,169.25,2024-10-01 01:25:32
Groceries,Entertainment,211.26,2023-12-14 21:03:49
Clothing purchase,Shopping,255.0,2024-03-10 20:51:54
Airbnb stay,Entertainment,276.0,2025-03-15 06:53:19
Substack sub,Fitness,192.56,2024-05-06 06:38:49
Car repair,Transportation,44.79,2024-08-10 11:18:36
Electricity bill,Fitness,130.28,2023-07-06 18:27:11
Gas @ Chevron,Transportation,238.51,2023-12-29 17:38:45
Coffee,Health,36.25,2023-06-27 09:39:23
Airbnb stay,Health,266.93,2023-07-08 17:51:40
Amazon,,266.49,2025-02-11 07:03:05
Train ticket,Transportation,197.42,2022-05-22 10:50:53
Clothing purchase,Shopping,145.05,2023-05-22 14:34:01
Groceries,Fitness,88.99,2023-01-03 10:03:10
Clothing purchase,Travel,298.93,2025-01-13 15:33:10
Pharmacy purchase,Transportation,31.95,2022-05-27 18:54:08
Online course,Transportation,7.14,2024-09-05 20:36:40
Amazon,,174.21,2022-10-19 16:56:34
Airbnb stay,Entertainment,277.05,2023-11-16 13:50:48
Subscription,Health,8.04,2023-07-08 07:33:17
Gas @ Chevron,Health,11.07,2022-05-14 08:06:17
Clothing purchase,Fitness,263.45,2025-04-10 06:21:40
Concert ticket,Travel,90.26,2025-03-16 01:10:10
Concert ticket,Entertainment,149.28,2024-10-28 12:28:59
Substack sub,Travel,200.17,2024-05-30 19:15:23
Movie ticket,Transportation,10.53,2025-01-18 12:46:12
Online course,Health,64.47,2023-07-21 11:57:51
Car repair,Shopping,87.01,2024-08-04 06:20:40
Dinner at restaurant,Transportation,225.78,2024-05-03 02:27:15
Dinner at restaurant,Transportation,263.46,2025-02-21 05:34:23
Airbnb stay,Food,105.65,2023-08-27 10:09:35
Car repair,Health,97.52,2022-08-11 07:58:52
Gym membership,Health,189.35,2024-03-02 05:36:25
Online course,Shopping,37.22,2023-01-23 17:05:17
Online course,Travel,267.64,2022-04-26 02:25:32
Substack sub,Shopping,92.64,2023-02-15 09:01:39
Substack sub,Food,278.23,2023-04-09 22:10:24
Online course,Health,249.39,2023-08-22 03:33:37
Coffee,Travel,158.75,2024-01-14 22:18:37
Gas @ Chevron,Entertainment,272.08,2024-02-22 00:59:56
Car repair,Transportation,170.8,2024-10-04 15:25:34
Coffee,Fitness,223.53,2024-11-30 06:20:59
Coffee,Food,241.25,2024-11-10 05:05:24
Uber ride,Food,174.7,2025-02-20 18:29:48
Pharmacy purchase,Fitness,178.39,2023-11-22 12:18:02
Train ticket,Transportation,293.57,2022-05-15 07:30:44
Pharmacy purchase,Travel,212.87,2024-12-14 23:00:07
Coffee,Travel,68.14,2024-04-23 22:37:29
Gym membership,Travel,58.19,2023-01-02 13:43:28
Amazon,,135.37,2024-02-14 01:12:22
Clothing purchase,Transportation,73.53,2023-11-12 12:45:46
Gym membership,Transportation,154.41,2023-10-22 17:54:44
Coffee,Shopping,279.31,2024-02-29 07:55:07
Gas @ Chevron,Food,50.35,2024-11-10 06:58:02
Flight ticket,Food,37.62,2024-07-29 04:45:43
Amazon,,89.84,2024-08-06 10:54:52
Concert ticket,Utilities,248.5,2024-12-16 02:56:53
Online course,Travel,3.17,2022-11-07 13:18:07
Groceries,Health,168.62,2024-02-11 08:42:17
Gas @ Chevron,Entertainment,147.72,2022-09-20 01:34:12
Airbnb stay,Food,69.09,2024-11-28 16:03:59
Concert ticket,Transportation,215.23,2024-03-05 23:18:26
Online course,Utilities,232.56,2024-11-03 16:24:47
Online course,Utilities,181.4,2024-07-24 07:00:13
Concert ticket,Entertainment,49.58,2025-02-16 09:47:02
Dinner at restaurant,Travel,275.35,2022-12-25 23:36:06
Dinner at restaurant,Health,90.21,2023-04-15 10:46:54
Concert ticket,Health,197.35,2023-06-11 21:20:25
Online course,Entertainment,50.26,2025-03-07 06:29:24
Electricity bill,Travel,246.17,2022-05-22 14:37:25
Movie ticket,Transportation,268.51,2022-06-15 11:25:56
Gym membership,Utilities,258.35,2025-02-09 11:14:51
Uber ride,Fitness,51.93,2023-11-18 20:43:49
Movie ticket,Transportation,272.34,2025-02-11 14:31:06
Subscription,Travel,53.24,2023-05-23 04:59:14
Airbnb stay,Shopping,263.49,2024-03-16 00:57:29
Car repair,Entertainment,127.63,2023-01-16 05:10:16
Amazon,,13.86,2023-07-18 19:31:02
Substack sub,Travel,116.07,2023-12-10 12:17:29
Clothing purchase,Food,101.63,2022-11-30 07:31:10
Amazon,,268.92,2024-02-03 06:55:05
Flight ticket,Entertainment,262.36,2024-10-30 04:49:13
Concert ticket,Travel,43.77,2022-10-29 00:52:42
Train ticket,Health,96.1,2024-09-03 16:48:04
Amazon,,249.63,2022-12-02 12:20:55
Gas @ Chevron,Health,267.28,2024-06-29 09:28:16
Uber ride,Travel,215.36,2024-11-23 00:45:37
Train ticket,Utilities,230.02,2024-12-28 19:14:21
Car repair,Travel,142.99,2022-06-23 08:06:08
Groceries,Utilities,170.15,2024-04-01 10:28:30
Groceries,Entertainment,209.43,2024-07-17 02:04:11
Substack sub,Transportation,127.73,2025-02-21 02:29:22
Electricity bill,Transportation,128.12,2024-03-31 16:38:50
Groceries,Fitness,9.23,2024-11-19 05:02:06
Movie ticket,Travel,73.97,2022-05-14 14:47:13
Concert ticket,Food,94.41,2022-12-30 23:43:49
Uber ride,Food,253.54,2024-09-12 01:45:06
Concert ticket,Health,114.08,2022-09-10 21:51:42
Subscription,Shopping,11.15,2023-10-07 07:57:53
Gym membership,Transportation,110.93,2024-04-03 05:57:28
Uber ride,Shopping,5.06,2024-03-23 15:36:20
Subscription,Shopping,123.34,2023-03-16 04:41:27
Dinner at restaurant,Transportation,189.62,2024-03-01 03:52:16
Subscription,Transportation,157.1,2022-07-30 00:41:13
Pharmacy purchase,Shopping,166.98,2024-09-29 00:03:32
Substack sub,Entertainment,171.87,2024-06-13 05:44:12
Amazon,,26.61,2022-12-08 08:26:58
Airbnb stay,Utilities,82.92,2024-06-03 07:27:51
Gas @ Chevron,Entertainment,142.54,2024-09-05 22:54:36
Dinner at restaurant,Transportation,290.57,2023-03-05 08:44:52
Groceries,Shopping,39.37,2024-01-20 04:58:52
Electricity bill,Shopping,68.11,2023-05-02 11:33:53
Movie ticket,Utilities,181.35,2023-07-02 02:48:08
Gym membership,Utilities,247.13,2025-02-10 10:39:19
Groceries,Food,145.99,2023-06-07 05:39:42
Online course,Food,187.3,2022-07-28 22:30:50
Car repair,Travel,206.8,2022-07-13 14:59:17
Substack sub,Transportation,182.82,2025-01-05 00:28:51
Train ticket,Fitness,111.59,2023-07-26 19:23:46
Amazon,,152.96,2023-10-07 06:35:06
Train ticket,Health,242.65,2023-01-11 01:24:43
Pharmacy purchase,Utilities,85.17,2024-09-29 20:16:35
Concert ticket,Fitness,61.71,2023-09-26 22:39:56
Subscription,Entertainment,188.99,2023-05-20 20:32:02
Concert ticket,Entertainment,52.73,2023-04-12 15:47:26
Concert ticket,Fitness,36.35,2022-04-16 03:11:52
Subscription,Transportation,183.76,2024-03-20 15:52:18
Car repair,Utilities,154.06,2022-10-20 07:35:47
Amazon,,208.08,2023-01-05 05:31:43
Movie ticket,Health,62.59,2025-01-06 22:53:41
Flight ticket,Shopping,150.24,2024-06-03 21:37:56
Flight ticket,Shopping,165.75,2023-03-07 15:48:06
Clothing purchase,Entertainment,237.8,2024-05-17 19:36:25
Concert ticket,Shopping,130.23,2024-12-15 11:20:52
Subscription,Health,287.12,2023-06-28 19:31:15
Online course,Travel,83.03,2023-12-11 22:45:19
Substack sub,Entertainment,288.93,2024-09-22 11:38:59
Electricity bill,Fitness,17.22,2024-03-05 07:36:04
Gym membership,Food,285.81,2022-10-22 15:51:06
Pharmacy purchase,Shopping,85.04,2024-11-16 15:01:20
Substack sub,Fitness,11.86,2023-12-09 22:43:11
Gym membership,Transportation,103.05,2022-04-15 06:13:51
Car repair,Shopping,238.89,2023-09-24 12:10:03
Concert ticket,Fitness,274.74,2025-01-08 00:36:43
Movie ticket,Entertainment,34.53,2023-02-13 08:41:25
Gym membership,Food,52.67,2023-12-09 14:14:22
Airbnb stay,Utilities,211.51,2024-07-06 19:11:12
Train ticket,Utilities,44.27,2022-05-19 02:05:02
Train ticket,Travel,271.72,2022-08-15 17:47:07
Airbnb stay,Transportation,5.0,2022-04-28 10:56:30
Clothing purchase,Transportation,202.38,2025-02-21 18:07:19
Dinner at restaurant,Utilities,231.36,2024-12-20 11:39:42
Concert ticket,Travel,105.0,2024-12-07 23:42:46
Dinner at restaurant,Health,274.4,2025-03-01 10:53:10
Electricity bill,Fitness,135.09,2023-03-07 10:39:51
Dinner at restaurant,Health,122.21,2023-04-18 19:50:26
Train ticket,Fitness,155.74,2025-03-18 00:37:32
Subscription,Food,152.64,2025-04-10 02:14:22
Online course,Health,298.42,2024-03-03 03:00:03
Coffee,Utilities,254.71,2024-03-22 20:50:31
Online course,Food,15.01,2024-10-04 21:04:13
Concert ticket,Utilities,282.72,2024-06-27 07:16:31
Uber ride,Travel,170.46,2022-12-01 04:03:17
Dinner at restaurant,Fitness,200.24,2024-04-19 16:18:42
Car repair,Fitness,75.56,2024-11-11 11:20:11
Substack sub,Fitness,223.23,2024-06-24 11:38:46
Electricity bill,Transportation,39.07,2023-09-30 15:24:25
Flight ticket,Utilities,25.74,2023-06-03 20:11:38
Airbnb stay,Utilities,6.68,2022-08-28 22:38:44
Gym membership,Fitness,85.79,2022-04-25 04:04:40
Dinner at restaurant,Food,200.68,2024-08-07 14:04:47
Gym membership,Food,249.73,2024-01-31 13:53:23
Electricity bill,Utilities,213.95,2024-03-17 18:55:30
Electricity bill,Transportation,13.79,2024-05-02 02:26:51
Movie ticket,Travel,142.97,2023-01-17 23:23:31
Train ticket,Food,8.87,2023-07-20 09:07:07
Train ticket,Shopping,64.38,2023-02-05 15:48:13
Car repair,Travel,203.38,2024-03-13 16:21:17
Online course,Entertainment,14.0,2024-11-04 08:38:53
Car repair,Utilities,161.62,2024-07-14 23:19:25
Groceries,Food,198.78,2023-10-03 06:28:51
Electricity bill,Utilities,253.39,2023-11-02 19:20:14
Clothing purchase,Shopping,297.88,2022-06-26 06:34:13
Car repair,Food,60.32,2024-07-20 01:23:43
Dinner at restaurant,Fitness,255.35,2024-03-24 16:13:53
Airbnb stay,Utilities,231.87,2025-03-28 03:17:15
Substack sub,Entertainment,38.71,2022-09-05 07:02:07
Movie ticket,Transportation,131.11,2023-05-28 20:29:19
Groceries,Transportation,49.15,2024-10-09 23:36:18
Electricity bill,Shopping,256.29,2024-12-19 13:09:15
Pharmacy purchase,Shopping,230.09,2023-05-18 21:52:52
Movie ticket,Shopping,239.65,2024-08-04 09:06:57
Online course,Utilities,245.88,2024-11-07 21:36:24
Gas @ Chevron,Entertainment,81.76,2022-11-14 05:14:22
Substack sub,Health,228.11,2023-11-23 20:30:43
Subscription,Shopping,182.64,2023-08-01 13:19:38
Gym membership,Fitness,249.53,2024-08-13 04:13:01
Gas @ Chevron,Transportation,254.94,2022-12-13 20:57:42
Movie ticket,Health,37.4,2022-10-11 07:03:58
Movie ticket,Utilities,243.62,2023-05-30 05:51:31
Electricity bill,Transportation,281.58,2024-10-18 22:31:36
Amazon,,106.55,2023-09-17 17:01:36
Electricity bill,Health,186.55,2023-05-20 17:37:05
Gas @ Chevron,Health,297.44,2023-09-25 00:08:02
Substack sub,Fitness,137.38,2024-07-19 13:32:44
Electricity bill,Shopping,50.61,2022-05-12 06:53:56
Amazon,,55.89,2022-12-03 08:52:02
Online course,Health,56.28,2024-08-22 16:15:35
Pharmacy purchase,Travel,59.29,2024-12-18 12:39:19
Groceries,Entertainment,55.26,2024-09-22 06:32:46
Pharmacy purchase,Transportation,219.91,2022-11-04 06:23:20
